group,feature_dropped,anchor_feature,abs_correlation,threshold,method
expression,EXPR_ACSM2B,EXPR_ACSM2A,0.995793923544818,0.85,full_correlation_matrix
expression,EXPR_FGG,EXPR_FGA,0.9921588171689856,0.85,full_correlation_matrix
expression,EXPR_CTRB2,EXPR_CTRB1,0.989367087211993,0.85,full_correlation_matrix
expression,EXPR_F2,EXPR_BDK,0.9892355644258544,0.85,full_correlation_matrix
expression,EXPR_SERPINC1,EXPR_FHR2,0.988818016705499,0.85,full_correlation_matrix
expression,EXPR_FGB,EXPR_FGA,0.98825521949535,0.85,full_correlation_matrix
expression,EXPR_HY,EXPR_DDX3Y,0.988084573593635,0.85,full_correlation_matrix
expression,EXPR_ORM2,EXPR_ORM1,0.9875096290829273,0.85,full_correlation_matrix
expression,EXPR_FHR2,EXPR_F2,0.9861760039610726,0.85,full_correlation_matrix
expression,EXPR_PLG,EXPR_F2,0.9845153006889465,0.85,full_correlation_matrix
expression,EXPR_BDK,EXPR_APOA2,0.9844041899008236,0.85,full_correlation_matrix
expression,EXPR_C8B,EXPR_C8A,0.9839757763025686,0.85,full_correlation_matrix
expression,EXPR_FGA,EXPR_AMBP,0.9825578126031522,0.85,full_correlation_matrix
expression,EXPR_HFE2,EXPR_FHR2,0.9823305064719239,0.85,full_correlation_matrix
expression,EXPR_SERPINA6,EXPR_GC,0.9821153338383594,0.85,full_correlation_matrix
expression,EXPR_UGT2B4,EXPR_F2,0.9818219694517523,0.85,full_correlation_matrix
expression,EXPR_MAGEA6,EXPR_MAGEA3,0.9818021542929843,0.85,full_correlation_matrix
expression,EXPR_SERPINA10,EXPR_APOH,0.9813646321353879,0.85,full_correlation_matrix
expression,EXPR_SULT2A1,EXPR_FHR2,0.9810560343742919,0.85,full_correlation_matrix
expression,EXPR_ITIH1,EXPR_F2,0.9801725148740795,0.85,full_correlation_matrix
expression,EXPR_APOC3,EXPR_APOA1,0.9796968408746051,0.85,full_correlation_matrix
expression,EXPR_PLA2G12B,EXPR_LOC285733,0.9794729628728209,0.85,full_correlation_matrix
expression,EXPR_APOA5,EXPR_ACSM2B,0.9785677532932311,0.85,full_correlation_matrix
expression,EXPR_F13B,EXPR_ACSM2B,0.9784778577662304,0.85,full_correlation_matrix
expression,EXPR_HRG,EXPR_BDK,0.9783382958171343,0.85,full_correlation_matrix
expression,EXPR_APOA2,EXPR_AHSG,0.9774809094207387,0.85,full_correlation_matrix
expression,EXPR_GC,EXPR_AMBP,0.9772203198657565,0.85,full_correlation_matrix
expression,EXPR_AFM,EXPR_ACSM2A,0.9771428142482247,0.85,full_correlation_matrix
expression,EXPR_CTRB1,EXPR_CELA3A,0.9763663092113859,0.85,full_correlation_matrix
expression,EXPR_ANGPTL3,EXPR_ACSM2B,0.9761660547921679,0.85,full_correlation_matrix
expression,EXPR_C8A,EXPR_ANGPTL3,0.9761468890994119,0.85,full_correlation_matrix
expression,EXPR_SAA2,EXPR_SAA1,0.9758786799367627,0.85,full_correlation_matrix
expression,EXPR_HAO1,EXPR_ANGPTL3,0.9758448851869624,0.85,full_correlation_matrix
expression,EXPR_EIF1AY,EXPR_DDX3Y,0.9757572159223242,0.85,full_correlation_matrix
expression,EXPR_LOC285733,EXPR_F2,0.9749003168599625,0.85,full_correlation_matrix
expression,EXPR_LINC00261,EXPR_FOXA2,0.97367486521284,0.85,full_correlation_matrix
expression,EXPR_RPS4Y1,EXPR_DDX3Y,0.97352023155664,0.85,full_correlation_matrix
expression,EXPR_TYR,EXPR_MLANA,0.9729772270611586,0.85,full_correlation_matrix
expression,EXPR_UGT2B10,EXPR_ACSM2A,0.9728523632609581,0.85,full_correlation_matrix
expression,EXPR_HPX,EXPR_F2,0.9728128230723773,0.85,full_correlation_matrix
expression,EXPR_PNLIP,EXPR_CTRB1,0.9727864414782053,0.85,full_correlation_matrix
expression,EXPR_PRODH2,EXPR_F2,0.9727627194156646,0.85,full_correlation_matrix
expression,EXPR_ORM1,EXPR_ALB,0.9723528072096695,0.85,full_correlation_matrix
expression,EXPR_MODY1,EXPR_ANKS4B,0.9708290710933466,0.85,full_correlation_matrix
expression,EXPR_CCL16,EXPR_ACSM2A,0.9702398231814081,0.85,full_correlation_matrix
expression,EXPR_SLCO1B1,EXPR_BDK,0.9697020688949135,0.85,full_correlation_matrix
expression,EXPR_SLC22A9,EXPR_PLA2G12B,0.9695438751259827,0.85,full_correlation_matrix
